State,Bedrooms,Bathrooms,Area (Sqft),Lot Size,Year Built,City,Zipcode,Address,Price,Status,Listing URL
FL,2 bds,3 ba,1051 sqft,3048 sqft,2009,Sacramento,21071,"1233 Pine Rd, Sacramento, FL 21071","$944,158",Sold,https://www.zillow.com/homedetails/49249119_zpid/
TX,3 bds,2 ba,3548 sqft,7516 sqft,1972,San Diego,29957,"3206 Maple Dr, San Diego, TX 29957","$336,063",For Sale,https://www.zillow.com/homedetails/31326167_zpid/
CA,3 bds,1 ba,3414 sqft,8605 sqft,1952,Los Angeles,16787,"5773 Elm St, Los Angeles, CA 16787","$603,958",Pending,https://www.zillow.com/homedetails/67073694_zpid/
NY,2 bds,4 ba,3821 sqft,7525 sqft,2019,San Francisco,71717,"2748 Pine Rd, San Francisco, NY 71717","$130,251",For Sale,https://www.zillow.com/homedetails/13819608_zpid/
TX,4 bds,3 ba,3424 sqft,3819 sqft,1977,Sacramento,63296,"3197 Pine Rd, Sacramento, TX 63296","$1,262,766",For Sale,https://www.zillow.com/homedetails/63663724_zpid/
CA,2 bds,2 ba,1204 sqft,4851 sqft,2003,Los Angeles,70574,"2944 Maple Dr, Los Angeles, CA 70574","$1,306,410",For Sale,https://www.zillow.com/homedetails/64548916_zpid/
CA,6 bds,3 ba,1340 sqft,8639 sqft,1954,Los Angeles,85350,"3864 Main St, Los Angeles, CA 85350","$517,845",Sold,https://www.zillow.com/homedetails/10894758_zpid/
CA,5 bds,3 ba,3150 sqft,8665 sqft,1996,San Diego,27608,"4335 Oak Ave, San Diego, CA 27608","$288,812",Sold,https://www.zillow.com/homedetails/57326768_zpid/
FL,1 bds,4 ba,939 sqft,5223 sqft,1982,San Francisco,51061,"7079 Maple Dr, San Francisco, FL 51061","$996,105",For Sale,https://www.zillow.com/homedetails/83859821_zpid/
IL,2 bds,2 ba,2241 sqft,6036 sqft,1986,Sacramento,88532,"8140 Pine Rd, Sacramento, IL 88532","$837,572",For Sale,https://www.zillow.com/homedetails/85374061_zpid/
IL,5 bds,4 ba,3179 sqft,4822 sqft,1976,Sacramento,96442,"4042 Pine Rd, Sacramento, IL 96442","$1,008,190",Pending,https://www.zillow.com/homedetails/44612646_zpid/
FL,1 bds,2 ba,3647 sqft,2658 sqft,2008,San Francisco,36272,"7484 Elm St, San Francisco, FL 36272","$1,028,164",Sold,https://www.zillow.com/homedetails/51880861_zpid/
TX,6 bds,4 ba,3339 sqft,2091 sqft,1995,San Francisco,74937,"1885 Pine Rd, San Francisco, TX 74937","$533,002",For Sale,https://www.zillow.com/homedetails/14537860_zpid/
FL,4 bds,1 ba,1255 sqft,5859 sqft,2018,Sacramento,41440,"5560 Maple Dr, Sacramento, FL 41440","$472,692",Sold,https://www.zillow.com/homedetails/99129072_zpid/
NY,5 bds,2 ba,2012 sqft,6508 sqft,2000,Sacramento,62542,"2963 Main St, Sacramento, NY 62542","$284,033",Pending,https://www.zillow.com/homedetails/70156128_zpid/
FL,5 bds,4 ba,1899 sqft,8581 sqft,2012,Sacramento,46081,"4870 Pine Rd, Sacramento, FL 46081","$861,987",For Sale,https://www.zillow.com/homedetails/61729824_zpid/
CA,6 bds,2 ba,2313 sqft,8668 sqft,1966,San Francisco,87215,"4137 Elm St, San Francisco, CA 87215","$1,431,603",Sold,https://www.zillow.com/homedetails/11871062_zpid/
CA,3 bds,2 ba,2472 sqft,9961 sqft,1997,Fresno,54737,"8610 Pine Rd, Fresno, CA 54737","$1,383,766",Pending,https://www.zillow.com/homedetails/27253344_zpid/
FL,5 bds,1 ba,2717 sqft,3335 sqft,1985,Los Angeles,99142,"5971 Elm St, Los Angeles, FL 99142","$1,197,928",Sold,https://www.zillow.com/homedetails/89943080_zpid/
FL,1 bds,4 ba,640 sqft,8485 sqft,1960,Los Angeles,34395,"7417 Pine Rd, Los Angeles, FL 34395","$1,432,269",Pending,https://www.zillow.com/homedetails/72251690_zpid/
CA,5 bds,4 ba,2559 sqft,4137 sqft,1984,Los Angeles,79755,"7412 Maple Dr, Los Angeles, CA 79755","$1,123,182",For Sale,https://www.zillow.com/homedetails/99474238_zpid/
IL,2 bds,1 ba,1074 sqft,8697 sqft,1993,Sacramento,67956,"3299 Oak Ave, Sacramento, IL 67956","$1,496,721",Pending,https://www.zillow.com/homedetails/14488154_zpid/
TX,5 bds,3 ba,1146 sqft,9817 sqft,2006,Sacramento,87399,"2427 Pine Rd, Sacramento, TX 87399","$1,258,147",Pending,https://www.zillow.com/homedetails/15049315_zpid/
TX,6 bds,1 ba,2400 sqft,3558 sqft,2003,San Francisco,23668,"1220 Oak Ave, San Francisco, TX 23668","$1,439,743",For Sale,https://www.zillow.com/homedetails/90824696_zpid/
NY,2 bds,2 ba,3201 sqft,5870 sqft,2022,Los Angeles,93832,"151 Pine Rd, Los Angeles, NY 93832","$1,395,131",For Sale,https://www.zillow.com/homedetails/67717042_zpid/
CA,5 bds,2 ba,877 sqft,5619 sqft,1981,Fresno,42083,"714 Elm St, Fresno, CA 42083","$207,246",Pending,https://www.zillow.com/homedetails/46485910_zpid/
FL,6 bds,1 ba,3795 sqft,1401 sqft,1977,San Francisco,58725,"5956 Elm St, San Francisco, FL 58725","$1,076,673",Sold,https://www.zillow.com/homedetails/71315659_zpid/
IL,3 bds,2 ba,3940 sqft,7101 sqft,1950,Fresno,49310,"3031 Elm St, Fresno, IL 49310","$716,140",For Sale,https://www.zillow.com/homedetails/81277085_zpid/
FL,6 bds,2 ba,913 sqft,7685 sqft,2005,Fresno,11392,"3977 Elm St, Fresno, FL 11392","$1,153,736",Sold,https://www.zillow.com/homedetails/67933714_zpid/
NY,4 bds,4 ba,3499 sqft,8456 sqft,1985,San Diego,69770,"5826 Pine Rd, San Diego, NY 69770","$342,663",For Sale,https://www.zillow.com/homedetails/31666337_zpid/
TX,1 bds,1 ba,1445 sqft,6017 sqft,1972,San Francisco,99109,"7138 Elm St, San Francisco, TX 99109","$913,054",Sold,https://www.zillow.com/homedetails/92797778_zpid/
CA,2 bds,2 ba,838 sqft,8886 sqft,1974,San Diego,39273,"328 Elm St, San Diego, CA 39273","$1,430,943",Pending,https://www.zillow.com/homedetails/87255026_zpid/
TX,6 bds,2 ba,2680 sqft,9331 sqft,1951,Los Angeles,82851,"2826 Pine Rd, Los Angeles, TX 82851","$1,197,039",Pending,https://www.zillow.com/homedetails/81095781_zpid/
IL,4 bds,4 ba,3812 sqft,4888 sqft,2021,San Francisco,94122,"2295 Elm St, San Francisco, IL 94122","$325,009",For Sale,https://www.zillow.com/homedetails/59333431_zpid/
CA,1 bds,3 ba,2725 sqft,8055 sqft,1996,San Francisco,37653,"7982 Elm St, San Francisco, CA 37653","$935,650",Sold,https://www.zillow.com/homedetails/47666617_zpid/
FL,5 bds,3 ba,2527 sqft,8377 sqft,1973,Fresno,72704,"630 Maple Dr, Fresno, FL 72704","$1,106,308",Sold,https://www.zillow.com/homedetails/47652335_zpid/
NY,1 bds,3 ba,1767 sqft,7923 sqft,1988,San Francisco,75563,"5821 Oak Ave, San Francisco, NY 75563","$225,216",Sold,https://www.zillow.com/homedetails/66697338_zpid/
CA,1 bds,4 ba,3603 sqft,7329 sqft,2008,San Diego,51904,"7401 Elm St, San Diego, CA 51904","$640,648",Pending,https://www.zillow.com/homedetails/51966910_zpid/
IL,3 bds,2 ba,2087 sqft,6203 sqft,2023,Sacramento,34748,"4669 Main St, Sacramento, IL 34748","$708,703",For Sale,https://www.zillow.com/homedetails/40351647_zpid/
CA,1 bds,3 ba,3449 sqft,1752 sqft,1968,San Francisco,12301,"9739 Main St, San Francisco, CA 12301","$957,576",For Sale,https://www.zillow.com/homedetails/49024454_zpid/
FL,4 bds,2 ba,677 sqft,2720 sqft,1963,San Diego,42128,"3635 Pine Rd, San Diego, FL 42128","$999,232",For Sale,https://www.zillow.com/homedetails/54987096_zpid/
NY,3 bds,2 ba,2976 sqft,3492 sqft,2005,San Francisco,52335,"289 Main St, San Francisco, NY 52335","$1,048,735",For Sale,https://www.zillow.com/homedetails/74543681_zpid/
CA,6 bds,3 ba,1597 sqft,2002 sqft,1994,San Diego,39144,"8527 Maple Dr, San Diego, CA 39144","$462,296",For Sale,https://www.zillow.com/homedetails/75289987_zpid/
IL,1 bds,3 ba,1465 sqft,2488 sqft,2023,San Francisco,77910,"2261 Maple Dr, San Francisco, IL 77910","$1,177,290",Sold,https://www.zillow.com/homedetails/79440493_zpid/
TX,2 bds,1 ba,1787 sqft,3019 sqft,1988,San Diego,89949,"5550 Oak Ave, San Diego, TX 89949","$742,621",Pending,https://www.zillow.com/homedetails/39639877_zpid/
TX,5 bds,2 ba,1085 sqft,9452 sqft,2017,Sacramento,70846,"7171 Maple Dr, Sacramento, TX 70846","$923,487",Sold,https://www.zillow.com/homedetails/51607679_zpid/
FL,1 bds,3 ba,1686 sqft,2945 sqft,1984,Fresno,71049,"9076 Main St, Fresno, FL 71049","$1,233,616",For Sale,https://www.zillow.com/homedetails/78329942_zpid/
FL,3 bds,2 ba,797 sqft,4774 sqft,1953,Sacramento,15971,"9370 Elm St, Sacramento, FL 15971","$1,159,949",Sold,https://www.zillow.com/homedetails/10728193_zpid/
FL,4 bds,1 ba,3198 sqft,6731 sqft,2016,Fresno,61189,"8691 Main St, Fresno, FL 61189","$663,332",Pending,https://www.zillow.com/homedetails/45300669_zpid/
TX,6 bds,2 ba,3923 sqft,7174 sqft,1985,Fresno,87047,"4694 Elm St, Fresno, TX 87047","$1,368,821",Sold,https://www.zillow.com/homedetails/73029729_zpid/
NY,5 bds,1 ba,3480 sqft,8203 sqft,1969,San Francisco,11212,"1742 Elm St, San Francisco, NY 11212","$1,020,354",Pending,https://www.zillow.com/homedetails/77878883_zpid/
TX,1 bds,3 ba,1885 sqft,4141 sqft,2021,Fresno,85872,"139 Pine Rd, Fresno, TX 85872","$326,480",For Sale,https://www.zillow.com/homedetails/11155097_zpid/
FL,6 bds,4 ba,2171 sqft,1619 sqft,2020,Fresno,82252,"5580 Main St, Fresno, FL 82252","$1,486,948",Sold,https://www.zillow.com/homedetails/53892956_zpid/
CA,6 bds,2 ba,3954 sqft,4382 sqft,2012,San Diego,81965,"909 Oak Ave, San Diego, CA 81965","$788,193",For Sale,https://www.zillow.com/homedetails/85358417_zpid/
TX,2 bds,1 ba,1839 sqft,3256 sqft,1953,San Francisco,69022,"6433 Oak Ave, San Francisco, TX 69022","$265,192",Pending,https://www.zillow.com/homedetails/89953583_zpid/
CA,5 bds,1 ba,1588 sqft,5042 sqft,1953,Los Angeles,25354,"4585 Oak Ave, Los Angeles, CA 25354","$870,993",Pending,https://www.zillow.com/homedetails/67822621_zpid/
IL,4 bds,2 ba,1421 sqft,9537 sqft,1989,San Diego,68572,"9892 Oak Ave, San Diego, IL 68572","$330,783",Sold,https://www.zillow.com/homedetails/58841555_zpid/
TX,3 bds,4 ba,1824 sqft,2391 sqft,1970,Fresno,39619,"377 Oak Ave, Fresno, TX 39619","$756,025",Sold,https://www.zillow.com/homedetails/12601902_zpid/
TX,6 bds,3 ba,1991 sqft,8115 sqft,1982,San Francisco,40214,"4381 Elm St, San Francisco, TX 40214","$1,333,193",For Sale,https://www.zillow.com/homedetails/51023484_zpid/
IL,3 bds,4 ba,3737 sqft,9711 sqft,1968,Fresno,87777,"2312 Pine Rd, Fresno, IL 87777","$441,126",Sold,https://www.zillow.com/homedetails/26913745_zpid/
IL,4 bds,3 ba,3388 sqft,4205 sqft,2007,Los Angeles,49498,"4148 Main St, Los Angeles, IL 49498","$843,829",Sold,https://www.zillow.com/homedetails/66314399_zpid/
CA,4 bds,1 ba,1847 sqft,6979 sqft,2011,Los Angeles,78041,"2879 Maple Dr, Los Angeles, CA 78041","$1,111,836",For Sale,https://www.zillow.com/homedetails/71927932_zpid/
TX,5 bds,2 ba,2940 sqft,6911 sqft,1995,San Diego,68659,"8766 Pine Rd, San Diego, TX 68659","$819,446",Pending,https://www.zillow.com/homedetails/51754648_zpid/
TX,6 bds,3 ba,1130 sqft,3933 sqft,1987,Los Angeles,21255,"8080 Maple Dr, Los Angeles, TX 21255","$603,712",Sold,https://www.zillow.com/homedetails/48216455_zpid/
NY,6 bds,2 ba,2057 sqft,4026 sqft,1955,San Francisco,54069,"4619 Pine Rd, San Francisco, NY 54069","$1,246,098",For Sale,https://www.zillow.com/homedetails/83477637_zpid/
IL,6 bds,3 ba,2376 sqft,1194 sqft,1984,San Diego,15359,"3727 Pine Rd, San Diego, IL 15359","$1,128,439",Sold,https://www.zillow.com/homedetails/80758390_zpid/
TX,4 bds,3 ba,1262 sqft,6808 sqft,1979,Fresno,95064,"7516 Oak Ave, Fresno, TX 95064","$222,752",For Sale,https://www.zillow.com/homedetails/78325212_zpid/
TX,6 bds,2 ba,2302 sqft,3464 sqft,1957,San Diego,56546,"3262 Elm St, San Diego, TX 56546","$1,230,304",Sold,https://www.zillow.com/homedetails/50985316_zpid/
TX,5 bds,3 ba,3263 sqft,8629 sqft,2018,San Diego,70440,"1467 Maple Dr, San Diego, TX 70440","$145,438",For Sale,https://www.zillow.com/homedetails/14649824_zpid/
NY,5 bds,1 ba,3449 sqft,6190 sqft,1981,Los Angeles,59917,"2940 Main St, Los Angeles, NY 59917","$831,611",Pending,https://www.zillow.com/homedetails/35181645_zpid/
IL,1 bds,1 ba,2174 sqft,6229 sqft,1993,San Diego,87567,"4765 Oak Ave, San Diego, IL 87567","$628,980",Pending,https://www.zillow.com/homedetails/22132648_zpid/
TX,4 bds,3 ba,3197 sqft,7649 sqft,2012,San Diego,64486,"5513 Main St, San Diego, TX 64486","$1,085,745",Sold,https://www.zillow.com/homedetails/61759853_zpid/
CA,4 bds,3 ba,3657 sqft,7506 sqft,2012,Los Angeles,83219,"9389 Main St, Los Angeles, CA 83219","$1,474,934",Pending,https://www.zillow.com/homedetails/70952109_zpid/
FL,5 bds,2 ba,3773 sqft,2548 sqft,1986,San Francisco,89048,"3455 Elm St, San Francisco, FL 89048","$1,266,256",For Sale,https://www.zillow.com/homedetails/41149703_zpid/
CA,6 bds,1 ba,3662 sqft,9461 sqft,2012,Fresno,15004,"819 Maple Dr, Fresno, CA 15004","$939,995",For Sale,https://www.zillow.com/homedetails/66031828_zpid/
IL,5 bds,2 ba,2461 sqft,9880 sqft,2008,San Francisco,29177,"179 Elm St, San Francisco, IL 29177","$1,429,390",Pending,https://www.zillow.com/homedetails/44955142_zpid/
CA,3 bds,3 ba,2873 sqft,6540 sqft,2021,Sacramento,48888,"6043 Main St, Sacramento, CA 48888","$380,154",For Sale,https://www.zillow.com/homedetails/45474988_zpid/
CA,2 bds,4 ba,3869 sqft,5985 sqft,1966,Fresno,24550,"134 Main St, Fresno, CA 24550","$993,237",Pending,https://www.zillow.com/homedetails/27938908_zpid/
FL,6 bds,2 ba,3406 sqft,4753 sqft,1950,Los Angeles,57691,"7901 Oak Ave, Los Angeles, FL 57691","$1,117,722",Sold,https://www.zillow.com/homedetails/57267650_zpid/
TX,2 bds,1 ba,1273 sqft,9310 sqft,2011,Fresno,57184,"6714 Main St, Fresno, TX 57184","$1,332,809",For Sale,https://www.zillow.com/homedetails/57573342_zpid/
IL,1 bds,3 ba,3075 sqft,7324 sqft,1956,San Diego,25581,"4843 Oak Ave, San Diego, IL 25581","$1,063,005",For Sale,https://www.zillow.com/homedetails/87341444_zpid/
NY,3 bds,1 ba,3346 sqft,2712 sqft,1991,San Francisco,73076,"7859 Oak Ave, San Francisco, NY 73076","$584,963",Pending,https://www.zillow.com/homedetails/15941099_zpid/
NY,6 bds,4 ba,1479 sqft,5654 sqft,1995,Los Angeles,15899,"3565 Main St, Los Angeles, NY 15899","$201,039",For Sale,https://www.zillow.com/homedetails/79048523_zpid/
IL,2 bds,4 ba,1705 sqft,3387 sqft,1956,San Diego,49351,"7682 Oak Ave, San Diego, IL 49351","$294,028",Sold,https://www.zillow.com/homedetails/52552054_zpid/
TX,3 bds,4 ba,3839 sqft,8863 sqft,2015,San Francisco,60062,"7255 Oak Ave, San Francisco, TX 60062","$1,105,081",For Sale,https://www.zillow.com/homedetails/83177836_zpid/
IL,6 bds,1 ba,3358 sqft,9952 sqft,1991,Los Angeles,13121,"6785 Pine Rd, Los Angeles, IL 13121","$157,925",For Sale,https://www.zillow.com/homedetails/87831969_zpid/
FL,5 bds,4 ba,2449 sqft,9375 sqft,1984,Fresno,61689,"8333 Main St, Fresno, FL 61689","$1,172,082",Pending,https://www.zillow.com/homedetails/33727923_zpid/
FL,4 bds,2 ba,915 sqft,5399 sqft,2023,Fresno,77955,"4763 Main St, Fresno, FL 77955","$560,442",Sold,https://www.zillow.com/homedetails/76629451_zpid/
CA,1 bds,4 ba,1587 sqft,8030 sqft,1956,San Diego,69013,"2457 Pine Rd, San Diego, CA 69013","$523,011",Pending,https://www.zillow.com/homedetails/11976374_zpid/
CA,2 bds,3 ba,1051 sqft,4519 sqft,1966,Los Angeles,36484,"2649 Elm St, Los Angeles, CA 36484","$700,635",For Sale,https://www.zillow.com/homedetails/84877919_zpid/
IL,1 bds,2 ba,3025 sqft,2461 sqft,1988,San Francisco,14524,"5661 Pine Rd, San Francisco, IL 14524","$1,288,394",Sold,https://www.zillow.com/homedetails/30350583_zpid/
NY,2 bds,2 ba,869 sqft,3791 sqft,2000,San Francisco,68864,"4622 Pine Rd, San Francisco, NY 68864","$723,160",Pending,https://www.zillow.com/homedetails/56151361_zpid/
TX,4 bds,2 ba,2971 sqft,2391 sqft,1981,Los Angeles,13032,"4655 Main St, Los Angeles, TX 13032","$552,626",Sold,https://www.zillow.com/homedetails/23809098_zpid/
IL,3 bds,4 ba,2942 sqft,1991 sqft,1972,Fresno,97789,"3451 Elm St, Fresno, IL 97789","$771,277",For Sale,https://www.zillow.com/homedetails/93272193_zpid/
FL,3 bds,4 ba,2123 sqft,2056 sqft,1960,San Francisco,22910,"1310 Main St, San Francisco, FL 22910","$220,065",Pending,https://www.zillow.com/homedetails/72146310_zpid/
NY,1 bds,3 ba,1792 sqft,3712 sqft,1951,Fresno,94096,"9294 Maple Dr, Fresno, NY 94096","$547,385",For Sale,https://www.zillow.com/homedetails/99918825_zpid/
TX,5 bds,2 ba,881 sqft,4456 sqft,1953,San Diego,38395,"959 Main St, San Diego, TX 38395","$1,047,425",For Sale,https://www.zillow.com/homedetails/97971639_zpid/
NY,1 bds,1 ba,1921 sqft,1584 sqft,1956,Sacramento,64385,"1308 Elm St, Sacramento, NY 64385","$752,214",Pending,https://www.zillow.com/homedetails/55220581_zpid/
FL,2 bds,1 ba,1931 sqft,1209 sqft,2004,San Francisco,35493,"9134 Elm St, San Francisco, FL 35493","$1,448,184",For Sale,https://www.zillow.com/homedetails/83399729_zpid/
TX,6 bds,3 ba,640 sqft,3424 sqft,1958,San Diego,89979,"4863 Elm St, San Diego, TX 89979","$444,950",For Sale,https://www.zillow.com/homedetails/28910402_zpid/
CA,5 bds,1 ba,3952 sqft,7159 sqft,2004,Fresno,80231,"3803 Main St, Fresno, CA 80231","$1,316,335",Pending,https://www.zillow.com/homedetails/90099083_zpid/
FL,3 bds,2 ba,2504 sqft,4982 sqft,1972,Sacramento,22414,"5952 Elm St, Sacramento, FL 22414","$855,500",Pending,https://www.zillow.com/homedetails/18731819_zpid/
NY,2 bds,4 ba,1396 sqft,2237 sqft,2021,Los Angeles,19656,"6832 Pine Rd, Los Angeles, NY 19656","$683,327",For Sale,https://www.zillow.com/homedetails/98675421_zpid/
CA,6 bds,4 ba,1325 sqft,5265 sqft,1978,San Francisco,80773,"2974 Elm St, San Francisco, CA 80773","$1,216,780",For Sale,https://www.zillow.com/homedetails/39579729_zpid/
NY,3 bds,1 ba,3353 sqft,5888 sqft,1991,San Diego,42327,"831 Elm St, San Diego, NY 42327","$692,477",Pending,https://www.zillow.com/homedetails/78592723_zpid/
IL,5 bds,2 ba,2069 sqft,1317 sqft,1976,Fresno,52034,"6526 Elm St, Fresno, IL 52034","$1,126,190",Pending,https://www.zillow.com/homedetails/75929137_zpid/
FL,3 bds,3 ba,3231 sqft,9006 sqft,1980,San Diego,24359,"6203 Elm St, San Diego, FL 24359","$687,101",Pending,https://www.zillow.com/homedetails/46589610_zpid/
IL,6 bds,2 ba,3678 sqft,8659 sqft,2019,Los Angeles,26190,"7160 Pine Rd, Los Angeles, IL 26190","$118,223",Pending,https://www.zillow.com/homedetails/61685376_zpid/
IL,4 bds,3 ba,1353 sqft,4933 sqft,2020,San Diego,67088,"2266 Main St, San Diego, IL 67088","$1,243,844",For Sale,https://www.zillow.com/homedetails/15030322_zpid/
TX,4 bds,2 ba,3224 sqft,9777 sqft,2005,Sacramento,13557,"796 Pine Rd, Sacramento, TX 13557","$886,391",Pending,https://www.zillow.com/homedetails/99740568_zpid/
IL,2 bds,2 ba,2648 sqft,7956 sqft,1958,San Francisco,45797,"4672 Pine Rd, San Francisco, IL 45797","$1,490,566",For Sale,https://www.zillow.com/homedetails/13107097_zpid/
IL,1 bds,4 ba,1512 sqft,4251 sqft,1990,Sacramento,50963,"9498 Elm St, Sacramento, IL 50963","$737,325",For Sale,https://www.zillow.com/homedetails/31513947_zpid/
CA,1 bds,1 ba,1200 sqft,1804 sqft,1991,San Diego,38624,"7754 Main St, San Diego, CA 38624","$969,176",Sold,https://www.zillow.com/homedetails/13727012_zpid/
CA,4 bds,1 ba,653 sqft,3243 sqft,1976,Fresno,39426,"5631 Maple Dr, Fresno, CA 39426","$688,285",Sold,https://www.zillow.com/homedetails/58336628_zpid/
NY,1 bds,4 ba,2421 sqft,1738 sqft,1959,Sacramento,35587,"1113 Main St, Sacramento, NY 35587","$434,210",Pending,https://www.zillow.com/homedetails/98199563_zpid/
FL,5 bds,2 ba,3489 sqft,3663 sqft,1973,San Francisco,73490,"2353 Maple Dr, San Francisco, FL 73490","$491,406",Sold,https://www.zillow.com/homedetails/15329073_zpid/
NY,6 bds,1 ba,828 sqft,3281 sqft,1982,San Diego,71253,"5810 Main St, San Diego, NY 71253","$1,311,387",Pending,https://www.zillow.com/homedetails/95960087_zpid/
TX,4 bds,2 ba,824 sqft,4458 sqft,1981,Sacramento,44938,"8038 Maple Dr, Sacramento, TX 44938","$1,199,146",Sold,https://www.zillow.com/homedetails/12362307_zpid/
CA,1 bds,4 ba,3753 sqft,8564 sqft,1979,Sacramento,43399,"2405 Elm St, Sacramento, CA 43399","$561,221",Sold,https://www.zillow.com/homedetails/21076337_zpid/
CA,6 bds,2 ba,2586 sqft,9932 sqft,2008,Sacramento,44942,"9731 Main St, Sacramento, CA 44942","$410,437",Pending,https://www.zillow.com/homedetails/27880519_zpid/
NY,1 bds,4 ba,917 sqft,3505 sqft,1959,Sacramento,79679,"7840 Maple Dr, Sacramento, NY 79679","$556,797",Pending,https://www.zillow.com/homedetails/75287092_zpid/
TX,2 bds,3 ba,873 sqft,5439 sqft,1984,Los Angeles,35408,"8843 Oak Ave, Los Angeles, TX 35408","$546,196",Sold,https://www.zillow.com/homedetails/42176025_zpid/
IL,1 bds,1 ba,3630 sqft,5094 sqft,2005,Los Angeles,52754,"2502 Oak Ave, Los Angeles, IL 52754","$454,064",Pending,https://www.zillow.com/homedetails/75710032_zpid/
NY,6 bds,4 ba,612 sqft,3259 sqft,1977,San Francisco,59991,"3146 Main St, San Francisco, NY 59991","$667,653",Sold,https://www.zillow.com/homedetails/73746671_zpid/
IL,1 bds,4 ba,3607 sqft,4500 sqft,1959,San Diego,65240,"3911 Pine Rd, San Diego, IL 65240","$1,273,467",Pending,https://www.zillow.com/homedetails/59422148_zpid/
FL,3 bds,2 ba,3379 sqft,1263 sqft,1992,San Diego,89898,"2198 Elm St, San Diego, FL 89898","$918,155",Sold,https://www.zillow.com/homedetails/83461708_zpid/
NY,2 bds,4 ba,1664 sqft,8392 sqft,1993,Los Angeles,86802,"7063 Maple Dr, Los Angeles, NY 86802","$454,285",Sold,https://www.zillow.com/homedetails/67221493_zpid/
NY,2 bds,3 ba,688 sqft,2415 sqft,2017,Los Angeles,86926,"7828 Oak Ave, Los Angeles, NY 86926","$926,781",Pending,https://www.zillow.com/homedetails/67837654_zpid/
FL,1 bds,1 ba,716 sqft,1882 sqft,1967,Fresno,80351,"417 Oak Ave, Fresno, FL 80351","$372,979",Sold,https://www.zillow.com/homedetails/15131275_zpid/
NY,3 bds,1 ba,1387 sqft,4226 sqft,1998,Fresno,35778,"4114 Maple Dr, Fresno, NY 35778","$1,063,935",Sold,https://www.zillow.com/homedetails/21329428_zpid/
FL,2 bds,1 ba,1540 sqft,6242 sqft,2019,San Diego,86871,"8555 Pine Rd, San Diego, FL 86871","$864,386",Sold,https://www.zillow.com/homedetails/69813965_zpid/
NY,3 bds,4 ba,3276 sqft,6338 sqft,1998,San Francisco,51805,"9987 Main St, San Francisco, NY 51805","$989,896",Sold,https://www.zillow.com/homedetails/85490615_zpid/
